Español,Frequency,English,Points,Attempts,Successes,Misses
ministro,Minister,19906,503,0,0,0
conducir,drive,19903,503,0,0,0
aceptar,accept,19883,503,0,0,0
borracho,drunk,19877,504,0,0,0
animal,animal,19868,504,0,0,0
caballos,horses,19849,504,0,0,0
trajo,brought,19847,504,0,0,0
contrato,contract,19843,504,0,0,0
viernes,Friday,19829,505,0,0,0
bobby,Bobby,19818,505,0,0,0
martin,Martin,19801,506,0,0,0
amy,Amy,19792,506,0,0,0
bienvenidos,welcome,19776,506,0,0,0
ex,ex,19776,506,0,0,0
hechos,facts,19742,507,0,0,0
sociedad,society,19735,507,0,0,0
dra.,Dra.,19714,508,0,0,0
tengan,have,19713,508,0,0,0
quede,remain,19709,508,0,0,0
inglaterra,England,19670,509,0,0,0
carga,burden,19641,510,0,0,0
diste,you gave,19621,510,0,0,0
puto,fucking,19606,511,0,0,0
lleve,I carried,19572,511,0,0,0
presente,present,19563,512,0,0,0
conocía,I knew,19553,512,0,0,0
uso,use,19551,512,0,0,0
dedos,fingers,19533,512,0,0,0
oferta,offer,19526,513,0,0,0
sentía,I felt,19508,513,0,0,0
proteger,protect,19493,514,0,0,0
daniel,Daniel,19492,514,0,0,0
date,Date,19473,514,0,0,0
hiciera,made,19472,514,0,0,0
hablé,I talked,19472,514,0,0,0
recibir,receive,19460,514,0,0,0
agradezco,I appreciate,19454,515,0,0,0
robar,steal,19448,515,0,0,0
enamorado,in love,19418,515,0,0,0
sepas,know,19411,516,0,0,0
oeste,west,19385,516,0,0,0
herida,wound,19379,517,0,0,0
despacio,slowly,19378,517,0,0,0
ayude,help,19348,517,0,0,0
supe,I knew,19311,518,0,0,0
directamente,directly,19298,519,0,0,0
inmediato,immediate,19291,519,0,0,0
profesional,professional,19290,519,0,0,0
oscuro,dark,19262,520,0,0,0
mercado,market,19238,520,0,0,0
cerdo,pig,19233,520,0,0,0
tardes,afternoon,19219,521,0,0,0
líder,leader,19206,521,0,0,0
grave,serious,19202,521,0,0,0
llegué,I arrived,19194,521,0,0,0
jurado,jury,19187,522,0,0,0
casos,cases,19157,523,0,0,0
acuerdas,You agree,19130,523,0,0,0
ahi,there,19103,524,0,0,0
desaparecido,missing,19097,524,0,0,0
debió,had,19085,524,0,0,0
hubieras,You would have,19078,525,0,0,0
últimamente,lately,19064,525,0,0,0
piedra,stone,19060,525,0,0,0
éramos,We were,19034,526,0,0,0
habló,speak,19032,526,0,0,0
charles,Charles,19029,526,0,0,0
paga,pay,19027,526,0,0,0
secretos,Secrets,19018,526,0,0,0
digamos,Let's say,19007,527,0,0,0
intención,intention,18986,527,0,0,0
humor,humor,18982,527,0,0,0
dura,hard,18977,527,0,0,0
dará,give to,18969,528,0,0,0
seguros,Insurance,18944,528,0,0,0
leo,Leo,18940,528,0,0,0
adam,Adam,18930,529,0,0,0
and,and,18928,529,0,0,0
ángeles,Angels,18922,529,0,0,0
querría,I would want,18897,530,0,0,0
cerrar,close,18896,530,0,0,0
conseguido,achieved,18891,530,0,0,0
peso,weight,18884,530,0,0,0
víctimas,victims,18882,530,0,0,0
asesinado,murdered,18877,530,0,0,0
humana,human,18861,531,0,0,0
directo,straight,18825,532,0,0,0
central,central,18819,532,0,0,0
termina,ends,18800,532,0,0,0
compañeros,companions,18800,532,0,0,0
escuchado,listened,18797,532,0,0,0
contento,glad,18786,533,0,0,0
llevan,They carry,18778,533,0,0,0
podré,I will be able,18777,533,0,0,0
oscuridad,darkness,18776,533,0,0,0
actuar,Act,18776,533,0,0,0
siga,Follow,18750,534,0,0,0
llevado,carried,18750,534,0,0,0
comenzó,began,18749,534,0,0,0
regresa,came back,18683,536,0,0,0
privado,private,18675,536,0,0,0
mirada,look,18665,536,0,0,0
demonio,devil,18645,537,0,0,0
abierta,open,18639,537,0,0,0
kevin,Kevin,18631,537,0,0,0
m,m,18621,538,0,0,0
llámame,call me,18616,538,0,0,0
siguen,They continue,18607,538,0,0,0
romper,break,18603,538,0,0,0
cambia,Change,18593,538,0,0,0
fiscal,fiscal,18580,539,0,0,0
jardín,garden,18576,539,0,0,0
natural,natural,18570,539,0,0,0
gratis,free,18558,539,0,0,0
cuesta,costs,18552,540,0,0,0
amenaza,threat,18551,540,0,0,0
pon,put,18533,540,0,0,0
marca,brand,18531,540,0,0,0
comenzar,begin,18527,540,0,0,0
ponte,put,18522,540,0,0,0
medicina,medicine,18521,540,0,0,0
podremos,we will can,18514,541,0,0,0
tomé,take,18506,541,0,0,0
preciosa,lovely,18505,541,0,0,0
sexual,sexual,18471,542,0,0,0
acceso,access,18465,542,0,0,0
necesidad,need,18452,542,0,0,0
dueño,owner,18451,542,0,0,0
merece,deserves,18449,543,0,0,0
rayos,good heavens,18443,543,0,0,0
d,d,18432,543,0,0,0
mintiendo,lying,18424,543,0,0,0
tantas,many,18422,543,0,0,0
imagino,I imagine,18413,544,0,0,0
fantasma,ghost,18394,544,0,0,0
creerlo,Believe it,18393,544,0,0,0
llamé,I called,18365,545,0,0,0
ponga,Put,18359,545,0,0,0
brian,Brian,18329,546,0,0,0
dé,of,18308,547,0,0,0
pollo,chicken,18307,547,0,0,0
varios,several,18306,547,0,0,0
efecto,effect,18305,547,0,0,0
felicidad,happiness,18269,548,0,0,0
espada,sword,18248,549,0,0,0
relaciones,relations,18244,549,0,0,0
entró,I enter,18211,550,0,0,0
resultado,result,18197,550,0,0,0
sombrero,hat,18197,550,0,0,0
menor,minor,18196,550,0,0,0
recibido,received,18139,552,0,0,0
negra,Black,18132,552,0,0,0
to,to,18130,552,0,0,0
habido,There have been,18114,553,0,0,0
limpio,clean,18098,553,0,0,0
china,China,18078,554,0,0,0
juegos,games,18062,554,0,0,0
correo,mail,18059,554,0,0,0
confía,Trust,18059,554,0,0,0
video,video,18044,555,0,0,0
perfectamente,perfectly,18042,555,0,0,0
harán,They will do,18034,555,0,0,0
teatro,theater,18029,555,0,0,0
dormido,asleep,18025,555,0,0,0
local,local,18024,555,0,0,0
quedado,left,17999,556,0,0,0
lástima,pity,17994,556,0,0,0
calles,streets,17991,556,0,0,0
créeme,believe me,17988,556,0,0,0
responsabilidad,responsibility,17972,557,0,0,0
búsqueda,search,17965,557,0,0,0
dedo,finger,17941,558,0,0,0
tonta,silly,17924,558,0,0,0
recuerdos,memories,17905,559,0,0,0
razones,reasons,17901,559,0,0,0
escuchando,listening,17897,559,0,0,0
eric,Eric,17887,560,0,0,0
elegir,choose,17884,560,0,0,0
amas,You love,17874,560,0,0,0
huele,smells,17863,560,0,0,0
almuerzo,lunch,17854,561,0,0,0
cien,hundred,17845,561,0,0,0
adn,DNA,17813,562,0,0,0
tantos,so many,17808,562,0,0,0
pago,pay,17805,562,0,0,0
normalmente,usually,17799,562,0,0,0
mr,Mr,17793,563,0,0,0
pastel,cake,17786,563,0,0,0
bastardo,bastard,17758,564,0,0,0
cinta,tape,17744,564,0,0,0
pasé,happens,17724,565,0,0,0
dígame,tell me,17694,566,0,0,0
anna,Anna,17680,566,0,0,0
costa,coast,17669,566,0,0,0
levántate,Get up,17665,567,0,0,0
llamando,calling,17605,569,0,0,0
cerrado,closed,17604,569,0,0,0
interés,interest,17589,569,0,0,0
enfermera,nurse,17587,569,0,0,0
comienzo,beginning,17585,569,0,0,0
olvidé,forget,17575,569,0,0,0
fuese,It was,17570,570,0,0,0
militar,military,17570,570,0,0,0
polvo,dust,17564,570,0,0,0
bella,pretty,17550,570,0,0,0
quedo,I remain,17549,570,0,0,0
kate,Kate,17539,571,0,0,0
encontraste,by contrast,17539,571,0,0,0
voluntad,willpower,17537,571,0,0,0
varias,several,17536,571,0,0,0
teoría,theory,17535,571,0,0,0
roja,Red,17516,571,0,0,0
cuento,tale,17508,572,0,0,0
escenario,scenery,17495,572,0,0,0
diario,diary,17489,572,0,0,0
propiedad,property,17489,572,0,0,0
agujero,hole,17469,573,0,0,0
aspecto,aspect,17461,573,0,0,0
campamento,camp,17455,573,0,0,0
descansar,rest,17451,574,0,0,0
matarme,kill me,17449,574,0,0,0
metido,involved,17436,574,0,0,0
quiso,He wanted,17405,575,0,0,0
ángel,angel,17403,575,0,0,0
enviar,send,17397,575,0,0,0
impresionante,awesome,17386,576,0,0,0
proceso,process,17346,577,0,0,0
intentado,tried,17331,578,0,0,0
mio,mine,17318,578,0,0,0
fuente,fountain,17300,579,0,0,0
alcalde,mayor,17299,579,0,0,0
ocurrido,happened,17285,579,0,0,0
malos,bad,17276,579,0,0,0
carretera,road,17275,579,0,0,0
desapareció,He disappeared,17273,579,0,0,0
desayuno,breakfast,17272,579,0,0,0
débil,weak,17270,580,0,0,0
roma,Rome,17267,580,0,0,0
sabido,known,17265,580,0,0,0
comienza,starts,17253,580,0,0,0
tambien,also,17234,581,0,0,0
intentarlo,try,17231,581,0,0,0
miembro,member,17219,581,0,0,0
perdiendo,losing,17215,581,0,0,0
hayan,have,17207,582,0,0,0
fueras,You were,17190,582,0,0,0
resultados,results,17185,582,0,0,0
jerry,Jerry,17179,583,0,0,0
mata,Bush,17178,583,0,0,0
sr,Mr,17112,585,0,0,0
valiente,brave,17107,585,0,0,0
deber,duty,17106,585,0,0,0
pecho,chest,17075,586,0,0,0
gustó,taste,17068,586,0,0,0
oyes,you hear,17050,587,0,0,0
thomas,Thomas,17034,588,0,0,0
periódico,newspaper,17023,588,0,0,0
mami,Mommy,17017,588,0,0,0
piensan,They think,17014,588,0,0,0
washington,Washington,17008,588,0,0,0
tv,TV,16995,589,0,0,0
cansada,Tired,16982,589,0,0,0
limpiar,clean,16978,589,0,0,0
crear,create,16958,590,0,0,0
explicar,explain,16956,590,0,0,0
robado,stolen,16955,590,0,0,0
resolver,solve,16944,591,0,0,0
maté,mate,16940,591,0,0,0
guapo,handsome,16932,591,0,0,0
continuar,continue,16918,592,0,0,0
sheriff,Sheriff,16917,592,0,0,0
funcionar,function,16915,592,0,0,0
extra,extra,16896,592,0,0,0
primo,cousin,16896,592,0,0,0
manejar,drive,16886,593,0,0,0
primeros,first,16854,594,0,0,0
acto,act,16848,594,0,0,0
poniendo,putting up,16844,594,0,0,0
números,numbers,16838,594,0,0,0
kilómetros,kilometres,16831,595,0,0,0
andy,Andy,16826,595,0,0,0
llevará,carry,16823,595,0,0,0
rachel,Rachel,16812,595,0,0,0
niñas,Girls,16789,596,0,0,0
premio,prize,16786,596,0,0,0
internet,Internet,16784,596,0,0,0
harías,You would do,16773,597,0,0,0
inútil,useless,16772,597,0,0,0
domingo,Sunday,16770,597,0,0,0
tomas,Tomas,16764,597,0,0,0
sensación,sensation,16758,597,0,0,0
alcohol,alcohol,16755,597,0,0,0
tercera,third,16743,598,0,0,0
agentes,Agents,16740,598,0,0,0
disculpas,apologies,16739,598,0,0,0
antiguo,ancient,16733,598,0,0,0
guapa,pretty,16700,599,0,0,0
asustado,scared,16676,600,0,0,0
puedan,can,16675,600,0,0,0
sexy,sexy,16674,600,0,0,0
genio,genius,16669,600,0,0,0
recuperar,recover,16651,601,0,0,0
creemos,We believe,16646,601,0,0,0
lengua,language,16632,602,0,0,0
ladrón,thief,16617,602,0,0,0
intenté,I tried,16617,602,0,0,0
examen,exam,16611,603,0,0,0
deprisa,fast,16609,603,0,0,0
montaña,mountain,16591,603,0,0,0
durmiendo,sleeping,16587,603,0,0,0
disparar,shoot,16583,604,0,0,0
entrenador,coach,16580,604,0,0,0
queso,cheese,16571,604,0,0,0
entero,whole,16547,605,0,0,0
papeles,papers,16546,605,0,0,0
pones,You put,16539,605,0,0,0
modelo,model,16525,606,0,0,0
fútbol,soccer,16513,606,0,0,0
detener,arrest,16498,607,0,0,0
lados,sides,16476,607,0,0,0
miembros,members,16465,608,0,0,0
sábado,Saturday,16462,608,0,0,0
pongo,put,16459,608,0,0,0
mataron,They killed,16455,608,0,0,0
vuelvas,come back,16439,609,0,0,0
talento,talent,16438,609,0,0,0
descubrir,discover,16425,609,0,0,0
gordo,fat,16416,610,0,0,0
tribunal,court,16411,610,0,0,0
toque,touch,16400,610,0,0,0
wow,wow,16396,610,0,0,0
hables,You speak,16393,611,0,0,0
conocemos,We know,16393,611,0,0,0
haberme,have,16380,611,0,0,0
dispuesto,willing,16375,611,0,0,0
tamaño,size,16359,612,0,0,0
dejen,Leave,16358,612,0,0,0
maravillosa,wonderful,16347,612,0,0,0
invitado,guest,16345,612,0,0,0
importantes,important,16344,612,0,0,0
derechos,rights,16339,613,0,0,0
scott,Scott,16331,613,0,0,0
declaración,statement,16327,613,0,0,0
claramente,clearly,16303,614,0,0,0
pacientes,patients,16295,614,0,0,0
pérdida,loss,16293,614,0,0,0
in,in,16277,615,0,0,0
iban,were going,16271,615,0,0,0
pudiste,You could,16265,615,0,0,0
profundo,deep,16247,616,0,0,0
gas,gas,16238,616,0,0,0
aeropuerto,airport,16235,616,0,0,0
consigue,get,16233,617,0,0,0
olvidar,forget,16231,617,0,0,0
gloria,glory,16230,617,0,0,0
olvides,Forget,16229,617,0,0,0
volviendo,getting back,16220,617,0,0,0
coge,Take,16217,617,0,0,0
fué,was,16211,617,0,0,0
llamaba,I called,16189,618,0,0,0
pete,Pete,16182,618,0,0,0
tendrán,They will have,16153,620,0,0,0
instituto,Institute,16145,620,0,0,0
disparo,Shooting,16133,620,0,0,0
encuentras,You find,16132,620,0,0,0
querían,They wanted,16132,620,0,0,0
hablemos,let's talk,16131,620,0,0,0
dia,day,16129,621,0,0,0
enviado,sent,16125,621,0,0,0
pertenece,It belongs,16119,621,0,0,0
sienta,Feel,16109,621,0,0,0
pensó,thought,16109,621,0,0,0
cadáver,corpse,16085,622,0,0,0
gracia,funny,16082,622,0,0,0
doctora,doctor,16058,623,0,0,0
escuchen,listen,16058,623,0,0,0
amante,lover,16058,623,0,0,0
temporada,season,16055,623,0,0,0
kim,Kim,16052,623,0,0,0
cuerpos,bodies,16051,624,0,0,0
amigas,friends,16046,624,0,0,0
larry,Larry,16045,624,0,0,0
preguntaba,I asked,16039,624,0,0,0
francés,French,16038,624,0,0,0
mataste,Matas,16012,625,0,0,0
techo,ceiling,16010,625,0,0,0
íbamos,we were going,15997,626,0,0,0
protección,protection,15995,626,0,0,0
médicos,doctors,15989,626,0,0,0
lisa,smooth,15984,626,0,0,0
venganza,revenge,15966,627,0,0,0
pensamos,We think,15961,627,0,0,0
walter,Walter,15957,627,0,0,0
contó,told,15928,628,0,0,0
discutir,argue,15902,629,0,0,0
comprendo,understand,15901,629,0,0,0
idiotas,idiots,15886,630,0,0,0
enemigos,enemies,15875,630,0,0,0
camisa,shirt,15874,630,0,0,0
superior,superior,15871,631,0,0,0
criminal,criminal,15863,631,0,0,0
preocupada,worried,15857,631,0,0,0
bote,boat,15845,632,0,0,0
escribió,wrote,15839,632,0,0,0
llevamos,we carry,15830,632,0,0,0
testigos,Witnesses,15794,634,0,0,0
recoger,collect,15787,634,0,0,0
emily,Emily,15776,634,0,0,0
truco,trick,15752,635,0,0,0
jason,Jason,15748,636,0,0,0
original,original,15725,636,0,0,0
pide,asks,15715,637,0,0,0
jeff,Jeff,15698,638,0,0,0
rosa,pink,15694,638,0,0,0
mama,mother,15685,638,0,0,0
negros,Blacks,15682,638,0,0,0
sobrevivir,survive,15678,638,0,0,0
rostro,face,15674,638,0,0,0
crédito,credit,15668,639,0,0,0
compartir,share,15667,639,0,0,0
saca,pulls out,15660,639,0,0,0
irás,you will go,15652,639,0,0,0
pequeñas,little,15646,640,0,0,0
veía,I saw,15626,640,0,0,0
empezando,starting,15625,641,0,0,0
registro,record,15623,641,0,0,0
continúa,keep going,15616,641,0,0,0
grandioso,magnificent,15615,641,0,0,0
viniste,did you come,15608,641,0,0,0
esquina,corner,15602,641,0,0,0
contado,Cash,15591,642,0,0,0
tengamos,let's have,15578,642,0,0,0
cientos,hundreds,15550,644,0,0,0
tormenta,storm,15543,644,0,0,0
relájate,just relax,15540,644,0,0,0
siéntese,sit down,15537,644,0,0,0
chocolate,chocolate,15529,644,0,0,0
matt,Matt,15526,645,0,0,0
pedazo,piece,15519,645,0,0,0
tomo,took,15518,645,0,0,0
olor,smell,15517,645,0,0,0
ciencia,science,15507,645,0,0,0
kelly,Kelly,15485,646,0,0,0
conexión,Connection,15482,646,0,0,0
vieron,They saw,15470,647,0,0,0
salón,lounge,15458,647,0,0,0
sucio,dirty,15445,648,0,0,0
firma,signature,15442,648,0,0,0
vimos,we saw,15427,649,0,0,0
pidiendo,asking,15425,649,0,0,0
casarse,get marry,15390,650,0,0,0
bebida,drink,15379,651,0,0,0
tercer,third,15377,651,0,0,0
propios,own,15372,651,0,0,0
fuertes,powerful,15358,652,0,0,0
lluvia,rain,15355,652,0,0,0
recién,newly,15340,652,0,0,0
tomaré,I will take,15333,653,0,0,0
complicado,complicated,15303,654,0,0,0
europa,Europe,15296,654,0,0,0
toques,Touches,15293,654,0,0,0
cámaras,cameras,15282,655,0,0,0
visión,vision,15271,655,0,0,0
llego,arrive,15267,656,0,0,0
americano,American,15251,656,0,0,0
diversión,fun,15249,656,0,0,0
pareció,it seemed,15243,657,0,0,0
libras,pounds,15223,657,0,0,0
curso,course,15211,658,0,0,0
disco,disk,15204,658,0,0,0
probable,likely,15178,659,0,0,0
precioso,precious,15170,660,0,0,0
tenia,had,15160,660,0,0,0
lago,lake,15143,661,0,0,0
leído,read,15140,661,0,0,0
consiguió,got,15111,662,0,0,0
parecido,similar,15111,662,0,0,0
material,material,15107,662,0,0,0
discurso,speech,15097,663,0,0,0
entera,whole,15096,663,0,0,0
it,Item,15085,663,0,0,0
corta,short,15077,664,0,0,0
completa,complete,15074,664,0,0,0
decirles,Tell them,15072,664,0,0,0
lunes,Monday,15063,664,0,0,0
efectivo,cash,15046,665,0,0,0
cura,healing,15043,665,0,0,0
antigua,ancient,15033,666,0,0,0
hablan,They speak,15023,666,0,0,0
juntas,together,15019,666,0,0,0
william,William,15011,667,0,0,0
cáncer,cancer,15005,667,0,0,0
funeral,funeral,14989,668,0,0,0
jodido,fucking,14984,668,0,0,0
dave,Dave,14983,668,0,0,0
artista,artist,14971,668,0,0,0
favorito,favorite,14945,670,0,0,0
guste,Like,14942,670,0,0,0
cae,falls off,14940,670,0,0,0
termine,I finished,14918,671,0,0,0
entrevista,interview,14910,671,0,0,0
sir,sir,14903,672,0,0,0
pintura,paint,14903,672,0,0,0
quieto,still,14902,672,0,0,0
falso,fake,14892,672,0,0,0
india,India,14882,672,0,0,0
corto,short,14875,673,0,0,0
inteligencia,intelligence,14861,673,0,0,0
destruir,destroy,14858,674,0,0,0
cargos,charges,14856,674,0,0,0
podías,You could,14856,674,0,0,0
mentiras,lies,14839,674,0,0,0
señoras,ladies,14832,675,0,0,0
helado,frozen,14825,675,0,0,0
felicidades,congratulations,14818,675,0,0,0
camioneta,van,14818,675,0,0,0
mueve,move,14810,676,0,0,0
aparte,apart,14807,676,0,0,0
rock,rock,14802,676,0,0,0
tumba,grave,14796,676,0,0,0
seguimos,We continue,14793,676,0,0,0
hablaba,she spoke,14783,677,0,0,0
verle,see him,14781,677,0,0,0
mapa,map,14760,678,0,0,0
tarea,task,14744,679,0,0,0
cambió,change,14741,679,0,0,0
móvil,mobile,14734,679,0,0,0
equivocada,wrong,14730,679,0,0,0
responder,reply,14723,680,0,0,0
vacío,empty,14710,680,0,0,0
felicitaciones,congratulations,14695,681,0,0,0
computadora,computer,14689,681,0,0,0
estudiante,student,14682,682,0,0,0
muriendo,dying,14679,682,0,0,0
construir,build,14672,682,0,0,0
conocen,They know,14670,682,0,0,0
clara,clear,14668,682,0,0,0
solución,solution,14657,683,0,0,0
mundial,world,14653,683,0,0,0
plato,dish,14646,683,0,0,0
famoso,famous,14645,683,0,0,0
des,des,14644,683,0,0,0
dirá,will tell,14641,684,0,0,0
ambas,both,14632,684,0,0,0
tecnología,technology,14612,685,0,0,0
notas,grades,14611,685,0,0,0
malditos,Damn,14594,686,0,0,0
cabrón,bastard,14594,686,0,0,0
condiciones,conditions,14593,686,0,0,0
dudo,I doubt,14582,686,0,0,0
robó,heist,14578,686,0,0,0
escucho,I'm listening,14574,687,0,0,0
laura,Laura,14574,687,0,0,0
rápidamente,quickly,14568,687,0,0,0
bordo,board,14566,687,0,0,0
nieve,snow,14533,689,0,0,0
mensajes,messages,14528,689,0,0,0
fecha,date,14528,689,0,0,0
violencia,violence,14523,689,0,0,0
n,n,14504,690,0,0,0
sujeto,subject,14500,690,0,0,0
acciones,Actions,14496,690,0,0,0
fría,cold,14472,691,0,0,0
droga,drug,14471,692,0,0,0
saldrá,It will come out,14470,692,0,0,0
suponía,supposed,14448,693,0,0,0
empezamos,We start,14432,693,0,0,0
errores,mistakes,14424,694,0,0,0
grace,Grace,14411,694,0,0,0
siglo,century,14401,695,0,0,0
molesto,annoying,14398,695,0,0,0
acabamos,we finish,14386,696,0,0,0
sabéis,You know,14385,696,0,0,0
cortar,cut,14379,696,0,0,0
seria,I would be,14376,696,0,0,0
muevas,move,14372,696,0,0,0
fortuna,fortune,14364,697,0,0,0
of,Of,14360,697,0,0,0
imaginar,imagine,14356,697,0,0,0
archivos,files,14355,697,0,0,0
presencia,presence,14340,698,0,0,0
familias,families,14336,698,0,0,0
ey,Hey,14330,698,0,0,0
quedas,You stay,14328,698,0,0,0
solas,alone,14326,699,0,0,0
oficiales,Officers,14325,699,0,0,0
aventura,adventure,14321,699,0,0,0
gira,tour,14319,699,0,0,0
social,social,14316,699,0,0,0
comunidad,community,14309,699,0,0,0
annie,Annie,14309,699,0,0,0
alan,Alan,14301,700,0,0,0
cero,zero,14296,700,0,0,0
clark,Clark,14280,701,0,0,0
esperamos,we wait,14267,701,0,0,0
ocupada,busy,14267,701,0,0,0
muévete,move on,14263,702,0,0,0
convertido,converted,14248,702,0,0,0
carl,Carl,14235,703,0,0,0
pieza,part,14232,703,0,0,0
estómago,stomach,14232,703,0,0,0
disparó,Shooting,14228,703,0,0,0
legal,legal,14219,704,0,0,0
conseguí,I got,14219,704,0,0,0
emma,Emma,14211,704,0,0,0
carter,sump,14199,705,0,0,0
california,California,14198,705,0,0,0
rara,strange,14198,705,0,0,0
estudiantes,students,14182,706,0,0,0
reino,kingdom,14176,706,0,0,0
alegría,happiness,14160,707,0,0,0
barrio,neighborhood,14134,708,0,0,0
granja,farm,14132,708,0,0,0
podéis,you can,14124,709,0,0,0
esfuerzo,effort,14118,709,0,0,0
trabajaba,I worked,14117,709,0,0,0
claire,Claire,14107,709,0,0,0
perdóname,forgive me,14085,710,0,0,0
tesoro,treasure,14073,711,0,0,0
empleo,employment,14071,711,0,0,0
compré,I bought,14070,711,0,0,0
cirugía,surgery,14066,711,0,0,0
dejamos,We leave,14061,712,0,0,0
busco,look for,14053,712,0,0,0
trabajas,you work,14051,712,0,0,0
clave,clue,14049,712,0,0,0
aparentemente,apparently,14048,712,0,0,0
bravo,Bravo,14048,712,0,0,0
ed,ed,14041,713,0,0,0
desearía,I would like,14033,713,0,0,0
cerrada,closed,14033,713,0,0,0
new,New,14030,713,0,0,0
chicago,Chicago,14028,713,0,0,0
controlar,check,14027,713,0,0,0
pregunté,I asked for,14002,715,0,0,0
mostrar,show,13997,715,0,0,0
piloto,pilot,13989,715,0,0,0
pocas,few,13989,715,0,0,0
tuvieron,They had,13983,716,0,0,0
ayudarle,Help him,13979,716,0,0,0
bolso,bag,13969,716,0,0,0
llorando,crying,13957,717,0,0,0
kyle,Kyle,13935,718,0,0,0
duerme,sleep,13931,718,0,0,0
dejarme,Leave me,13923,719,0,0,0
intentó,tried,13923,719,0,0,0
respirar,breathe,13900,720,0,0,0
aparece,appears,13899,720,0,0,0
campaña,Campaign,13899,720,0,0,0
amistad,friendship,13896,720,0,0,0
corriente,current,13892,720,0,0,0
viven,they live,13891,720,0,0,0
huesos,bones,13880,721,0,0,0
invitados,guests,13878,721,0,0,0
planta,plant,13868,722,0,0,0
ritmo,rhythm,13862,722,0,0,0
respuestas,answers,13857,722,0,0,0
socio,partner,13831,724,0,0,0
esperas,You expect,13828,724,0,0,0
caído,fallen,13819,724,0,0,0
motor,engine,13807,725,0,0,0
mono,bun,13802,725,0,0,0
llevaron,They carried,13798,725,0,0,0
página,page,13788,726,0,0,0
poquito,a little,13774,727,0,0,0
u,or,13752,728,0,0,0
habíamos,We had,13746,728,0,0,0
encontraremos,We will find,13745,728,0,0,0
ruego,I beg,13737,728,0,0,0
dejan,leave,13733,729,0,0,0
aburrido,bored,13720,729,0,0,0
paquete,package,13720,729,0,0,0
casada,married,13720,729,0,0,0
llevarte,Take you,13696,731,0,0,0
ted,Ted,13688,731,0,0,0
combate,combat,13687,731,0,0,0
útil,useful,13685,731,0,0,0
castillo,castle,13685,731,0,0,0
bola,ball,13672,732,0,0,0
canciones,songs,13653,733,0,0,0
mataré,I will kill,13635,734,0,0,0
muchísimo,very much,13629,734,0,0,0
asistente,assistant,13628,734,0,0,0
llegaron,They arrived,13623,735,0,0,0
correcta,correct,13618,735,0,0,0
pondré,I will put,13618,735,0,0,0
simon,Simon,13612,735,0,0,0
comido,Eaten,13610,735,0,0,0
salgan,come out,13593,736,0,0,0
empecé,I started,13581,737,0,0,0
tirar,throw,13579,737,0,0,0
pasan,pass,13578,737,0,0,0
cierta,TRUE,13578,737,0,0,0
honesto,honest,13577,737,0,0,0
carro,car,13558,738,0,0,0
limpia,clean,13540,739,0,0,0
volví,I returned,13540,739,0,0,0
confío,I trust,13534,739,0,0,0
venta,sale,13516,740,0,0,0
huir,flee,13515,740,0,0,0
apareció,appeared,13512,741,0,0,0
vais,You go,13512,741,0,0,0
compromiso,commitment,13505,741,0,0,0
gustas,Like,13495,742,0,0,0
aseguro,I assure,13486,742,0,0,0
ira,gonna,13472,743,0,0,0
promesa,promise,13469,743,0,0,0
decírselo,Tell him,13467,743,0,0,0
cuáles,which,13461,743,0,0,0
compras,shopping,13458,744,0,0,0
importancia,importance,13447,744,0,0,0
lección,lesson,13437,745,0,0,0
hablaré,I'll talk,13437,745,0,0,0
hacerse,to be made,13428,745,0,0,0
personalmente,personally,13425,745,0,0,0
roger,Roger,13423,745,0,0,0
luke,Luke,13422,746,0,0,0
bolsillo,pocket,13418,746,0,0,0
enojado,angry,13402,747,0,0,0
desgracia,misfortune,13398,747,0,0,0
artículo,article,13395,747,0,0,0
labios,lips,13392,747,0,0,0
cola,line,13390,747,0,0,0
estemos,let's,13377,748,0,0,0
whisky,whiskey,13374,748,0,0,0
taza,cup,13358,749,0,0,0
despues,after,13357,749,0,0,0
gary,Gary,13354,749,0,0,0
preguntarte,ask you,13348,750,0,0,0
pelota,ball,13342,750,0,0,0
caminando,walking,13339,750,0,0,0
andar,walk,13336,750,0,0,0
crea,creates,13333,751,0,0,0
chaqueta,jacket,13332,751,0,0,0
importaría,mind to,13331,751,0,0,0
den,Den,13322,751,0,0,0
llegará,reach,13320,751,0,0,0
interesado,interested,13318,751,0,0,0
atrapado,caught,13310,752,0,0,0
supiera,knew,13305,752,0,0,0
matarlo,kill him,13299,752,0,0,0
árboles,trees,13292,753,0,0,0
obvio,obvious,13288,753,0,0,0
amaba,I loved,13281,753,0,0,0
hablaremos,we will talk,13273,754,0,0,0
entrenamiento,training,13271,754,0,0,0
pescado,fish,13262,755,0,0,0
últimas,Latest,13253,755,0,0,0
pobres,poor,13242,756,0,0,0
dioses,gods,13219,757,0,0,0
nerviosa,nervous,13205,758,0,0,0
vueltas,rounds,13199,758,0,0,0
encontrarlo,find him,13177,759,0,0,0
autos,cars,13175,760,0,0,0
alice,Alice,13175,760,0,0,0
preguntarle,ask him,13170,760,0,0,0
lucy,Lucy,13170,760,0,0,0
abrigo,coat,13147,761,0,0,0
okay,OK,13145,761,0,0,0
estudiar,study,13144,761,0,0,0
b,b,13132,762,0,0,0
sonrisa,smile,13131,762,0,0,0
cobarde,coward,13126,762,0,0,0
